Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State,Gate Source
1,1,1,-60.00000E+000,-1.81000E-009,33.14917E+009,108.60000E-009,15.95500E-003,1792,-60.00000E+000,20.00000E+000,-128.00000E-012,-156.25000E+009,-2.56000E-009,15.95500E-003,1728,20.00000E+000
1,1,2,-60.00000E+000,-749.00000E-012,80.10681E+009,44.94000E-009,30.09500E-003,1792,-60.00000E+000,18.00000E+000,-296.00000E-012,-60.81081E+009,-5.32800E-009,30.09500E-003,1728,18.00000E+000
1,1,3,-60.00000E+000,637.00000E-012,-94.19152E+009,-38.22000E-009,43.55900E-003,1792,-60.00000E+000,16.00000E+000,930.00000E-012,17.20430E+009,14.88000E-009,43.55900E-003,1728,16.00000E+000
1,1,4,-60.00000E+000,74.00000E-012,-810.81081E+009,-4.44000E-009,56.37400E-003,1792,-60.00000E+000,14.00000E+000,95.00000E-012,147.36842E+009,1.33000E-009,56.37400E-003,1728,14.00000E+000
1,1,5,-60.00000E+000,-1.00500E-009,59.70149E+009,60.30000E-009,68.28800E-003,1792,-60.00000E+000,12.00000E+000,-1.52700E-009,-7.85855E+009,-18.32400E-009,68.28800E-003,1728,12.00000E+000
1,1,6,-60.00000E+000,-536.00000E-012,111.94030E+009,32.16000E-009,82.48800E-003,1792,-60.00000E+000,10.00000E+000,-954.00000E-012,-10.48218E+009,-9.54000E-009,82.48800E-003,1728,10.00000E+000
1,1,7,-60.00000E+000,212.00000E-012,-283.01887E+009,-12.72000E-009,94.73200E-003,1792,-60.00000E+000,8.00000E+000,14.00000E-012,571.42857E+009,112.00000E-012,94.73200E-003,1728,8.00000E+000
1,1,8,-60.00000E+000,170.00000E-012,-352.94118E+009,-10.20000E-009,106.51600E-003,1792,-60.00000E+000,6.00000E+000,-40.00000E-012,-150.00000E+009,-240.00000E-012,106.51600E-003,1728,6.00000E+000
1,1,9,-60.00000E+000,-309.00000E-012,194.17476E+009,18.54000E-009,120.24200E-003,1792,-60.00000E+000,4.00000E+000,-747.00000E-012,-5.35475E+009,-2.98800E-009,120.24200E-003,1728,4.00000E+000
1,1,10,-60.00000E+000,220.00000E-012,-272.72727E+009,-13.20000E-009,124.51900E-003,1792,-60.00000E+000,2.00000E+000,-942.00000E-012,-2.12314E+009,-1.88400E-009,124.51900E-003,1664,2.00000E+000
1,1,11,-60.00000E+000,-137.00000E-012,437.95620E+009,8.22000E-009,128.75500E-003,1792,-60.00000E+000,1.30000E-006,-2.66700E-009,-487.43907E+000,-3.46710E-015,128.75500E-003,1600,0.00000E+000
1,1,12,-60.00000E+000,-608.00000E-012,98.68421E+009,36.48000E-009,142.65100E-003,1792,-60.00000E+000,-2.00000E+000,-219.00000E-012,9.13242E+009,438.00022E-012,142.65100E-003,1664,-2.00000E+000
1,1,13,-60.00000E+000,-3.74900E-009,16.00427E+009,224.94000E-009,154.99500E-003,1792,-60.00000E+000,-4.00000E+000,-939.00000E-012,4.25985E+009,3.75600E-009,154.99500E-003,1728,-4.00000E+000
1,1,14,-60.00000E+000,-8.04400E-009,7.45898E+009,482.64000E-009,167.93400E-003,1792,-60.00000E+000,-6.00000E+000,-2.17700E-009,2.75609E+009,13.06200E-009,167.93400E-003,1728,-6.00000E+000
1,1,15,-60.00000E+000,-11.45900E-009,5.23606E+009,687.54000E-009,182.09300E-003,1792,-60.00000E+000,-8.00000E+000,-1.90000E-009,4.21053E+009,15.20000E-009,182.09300E-003,1728,-8.00000E+000
1,1,16,-60.00000E+000,-16.74100E-009,3.58402E+009,1.00446E-006,193.94900E-003,1792,-60.00000E+000,-10.00000E+000,-765.00000E-012,13.07190E+009,7.65000E-009,193.94900E-003,1728,-10.00000E+000
1,1,17,-60.00000E+000,-26.07800E-009,2.30079E+009,1.56468E-006,206.01200E-003,1792,-60.00000E+000,-12.00000E+000,-2.06600E-009,5.80833E+009,24.79200E-009,206.01200E-003,1728,-12.00000E+000
1,1,18,-60.00000E+000,-38.57200E-009,1.55553E+009,2.31432E-006,219.59100E-003,1792,-60.00000E+000,-14.00000E+000,-4.42600E-009,3.16313E+009,61.96400E-009,219.59100E-003,1728,-14.00000E+000
1,1,19,-60.00000E+000,-53.80500E-009,1.11514E+009,3.22830E-006,232.38100E-003,1792,-60.00000E+000,-16.00000E+000,-6.25000E-009,2.56000E+009,100.00000E-009,232.38100E-003,1728,-16.00000E+000
1,1,20,-60.00000E+000,-65.39900E-009,917.44522E+006,3.92394E-006,244.22900E-003,1792,-60.00000E+000,-18.00001E+000,-7.16400E-009,2.51256E+009,128.95207E-009,244.22900E-003,1728,-18.00000E+000
1,1,21,-60.00000E+000,-83.59500E-009,717.74628E+006,5.01570E-006,256.14000E-003,1792,-60.00000E+000,-20.00000E+000,-9.51300E-009,2.10239E+009,190.26000E-009,256.14000E-003,1728,-20.00000E+000
