Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State
1,1,1,60.00000E+000,5.70000E-009,10.52632E+009,342.00000E-009,17.86400E-003,1792,60.00000E+000,-20.00000E+000,-651.00000E-012,30.72197E+009,13.02000E-009,17.86400E-003,1728
1,1,2,60.00000E+000,2.10900E-009,28.44950E+009,126.54000E-009,22.09400E-003,1792,60.00000E+000,-18.00001E+000,298.00000E-012,-60.40272E+009,-5.36400E-009,22.09400E-003,1728
1,1,3,60.00000E+000,1.03500E-009,57.97101E+009,62.10000E-009,34.97600E-003,1792,60.00000E+000,-16.00000E+000,-96.00000E-012,166.66667E+009,1.53600E-009,34.97600E-003,1728
1,1,4,60.00000E+000,1.01500E-009,59.11330E+009,60.90000E-009,48.12600E-003,1792,60.00000E+000,-14.00000E+000,840.00000E-012,-16.66667E+009,-11.76000E-009,48.12600E-003,1728
1,1,5,60.00000E+000,1.03800E-009,57.80347E+009,62.28000E-009,62.04000E-003,1792,60.00000E+000,-12.00000E+000,1.47900E-009,-8.11359E+009,-17.74800E-009,62.04000E-003,1728
1,1,6,60.00000E+000,105.00000E-012,571.42857E+009,6.30000E-009,65.76000E-003,1792,60.00000E+000,-10.00001E+000,1.11900E-009,-8.93656E+009,-11.19001E-009,65.76000E-003,1728
1,1,7,60.00000E+000,-2.29600E-009,-26.13240E+009,-137.76000E-009,69.71700E-003,1792,60.00000E+000,-8.00001E+000,2.60900E-009,-3.06631E+009,-20.87203E-009,69.71700E-003,1728
1,1,8,60.00000E+000,-4.83600E-009,-12.40695E+009,-290.16000E-009,73.47100E-003,1792,60.00000E+000,-5.99988E+000,3.56600E-009,-1.68252E+009,-21.39557E-009,73.47100E-003,1728
1,1,9,60.00000E+000,-2.40300E-009,-24.96879E+009,-144.18000E-009,85.80100E-003,1792,60.00000E+000,-4.00000E+000,2.36300E-009,-1.69276E+009,-9.45200E-009,85.80100E-003,1728
1,1,10,60.00000E+000,-3.91600E-009,-15.32176E+009,-234.96000E-009,89.80000E-003,1792,60.00000E+000,-2.00000E+000,4.74300E-009,-421.67341E+006,-9.48599E-009,89.80000E-003,1664
1,1,11,60.00000E+000,-3.05500E-009,-19.63993E+009,-183.30000E-009,94.23700E-003,1792,60.00000E+000,300.00000E-009,5.17700E-009,57.94862E+000,1.55310E-015,94.23700E-003,1600
1,1,12,60.00000E+000,-1.69000E-009,-35.50296E+009,-101.40000E-009,107.47300E-003,1792,60.00000E+000,2.00000E+000,2.62300E-009,762.48532E+006,5.24600E-009,107.47300E-003,1664
1,1,13,60.00000E+000,-1.41100E-009,-42.52303E+009,-84.66000E-009,111.37000E-003,1792,60.00000E+000,3.99999E+000,3.85800E-009,1.03680E+009,15.43196E-009,111.37000E-003,1728
1,1,14,60.00000E+000,-1.17300E-009,-51.15090E+009,-70.38000E-009,123.49800E-003,1792,60.00000E+000,6.00000E+000,1.90700E-009,3.14630E+009,11.44200E-009,123.49800E-003,1728
1,1,15,60.00000E+000,-773.00000E-012,-77.61966E+009,-46.38000E-009,127.35800E-003,1792,60.00000E+000,7.99999E+000,3.10100E-009,2.57981E+009,24.80797E-009,127.35800E-003,1728
1,1,16,60.00000E+000,-727.00000E-012,-82.53095E+009,-43.62000E-009,141.15000E-003,1792,60.00000E+000,10.00000E+000,1.86200E-009,5.37057E+009,18.62000E-009,141.15000E-003,1728
1,1,17,60.00000E+000,-1.06700E-009,-56.23243E+009,-64.02000E-009,153.14000E-003,1792,60.00000E+000,12.00000E+000,1.19900E-009,10.00834E+009,14.38800E-009,153.14000E-003,1728
1,1,18,60.00000E+000,-315.00000E-012,-190.47619E+009,-18.90000E-009,164.93700E-003,1792,60.00000E+000,14.00000E+000,2.12800E-009,6.57895E+009,29.79200E-009,164.93700E-003,1728
1,1,19,60.00000E+000,344.00000E-012,174.41860E+009,20.64000E-009,178.97500E-003,1792,60.00000E+000,16.00000E+000,3.04900E-009,5.24762E+009,48.78400E-009,178.97500E-003,1728
1,1,20,60.00000E+000,-34.00000E-012,-1.76471E+012,-2.04000E-009,192.75100E-003,1792,60.00000E+000,18.00000E+000,2.74100E-009,6.56695E+009,49.33800E-009,192.75100E-003,1728
1,1,21,60.00000E+000,-1.19700E-009,-50.12531E+009,-71.82000E-009,204.56800E-003,1792,60.00000E+000,20.00000E+000,1.81200E-009,11.03753E+009,36.24000E-009,204.56800E-003,1728
1,1,22,60.00000E+000,-639.00000E-012,-93.89671E+009,-38.34000E-009,217.92800E-003,1792,60.00000E+000,22.00000E+000,3.02900E-009,7.26312E+009,66.63800E-009,217.92800E-003,1792
1,1,23,60.00000E+000,-135.00000E-012,-444.44444E+009,-8.10000E-009,232.05200E-003,1792,60.00000E+000,24.00000E+000,4.45300E-009,5.38962E+009,106.87200E-009,232.05200E-003,1792
1,1,24,60.00000E+000,274.00000E-012,218.97810E+009,16.44000E-009,244.05900E-003,1792,60.00000E+000,26.00000E+000,5.59200E-009,4.64950E+009,145.39200E-009,244.05900E-003,1792
1,1,25,60.00000E+000,-232.00000E-012,-258.62069E+009,-13.92000E-009,255.93000E-003,1792,60.00000E+000,28.00000E+000,5.07400E-009,5.51833E+009,142.07200E-009,255.93000E-003,1792
